"x","y"
-1.98408,53.73107
0.856129,51.843403
-3.579902,51.486839
-3.026029,54.45799
-3.078093,52.925772
-3.57735,56.3424
-4.22164,56.48613
-3.872528,52.333314
0.086332,51.42667
-5.166259,50.279733
-3.130695,53.160442
-1.28546,53.73465
-3.50658,56.41798
-1.22151,53.48787
-1.426128,53.516449
-2.41268,51.38004
-2.298021,53.464492
-3.140881,54.604119
-0.22784,51.57318
-2.11312,50.689
-2.06058,52.50462
-2.542327,53.491021
-3.039215,53.11494
-3.76735,55.12642
-2.229345,51.863449
-0.706551,51.893521
0.06648,51.194867
0.97477,51.24119
-1.285172,52.926695
-2.01656,50.85824
-2.556145,53.602414
-4.044799,50.490678
-2.737771,54.313829
-1.868655,53.834702
-1.027329,53.60468
-2.540169,53.396253
-0.59882,51.69395
-4.488208,55.848733
-1.881443,52.479448
-2.790989,54.638228
-7.32121,55.00356
-1.936959,51.39539
-2.371772,53.284454
-2.258447,52.361661
-2.098696,57.154883
-0.130072,51.602228
-3.870661,55.704558
-1.89881,53.25256
-1.923192,52.575969
-3.97605,52.35029
-2.74676,53.888303
-4.501077,55.902578
-1.515682,53.57846
-3.84781,52.63222
-4.290126,55.885071
-1.536372,51.416323
-0.688686,50.836394
-1.409966,53.257321
-2.345424,51.365728
-1.488319,53.792823
-1.580503,53.085173
-5.00816,51.779484
-3.883118,55.190605
-6.585613,53.923694
-1.17096,53.575285
-0.282802,53.752409
-3.22995,52.559663
0.052292,51.619035
-0.50777,53.65162
-0.73083,51.99413
-4.284278,56.288087
0.423096,51.062684
-4.056747,52.936826
-1.419,53.2335
-1.60261,53.85429
-2.95695,51.23335
-1.93717,53.91355
-3.9012,55.7271
-3.932661,52.917325
-3.698854,55.892987
-1.82377,54.06615
-2.891144,53.569489
-1.779769,51.709582
0.849678,52.826255
-0.08069,50.864174
-3.049212,53.038059
-0.607675,51.27532
-1.485455,54.971303
-4.641385,56.149782
-1.98423,54.95515
-1.507979,53.662707
-3.819098,56.011472
-3.2502,54.394778
-4.18521,55.753915
-1.483262,52.917853
-4.731694,51.783607
-2.274394,53.699327
-1.23179,50.86079
-2.71425,56.61226
0.432453,51.034004
-1.624485,51.34703
-1.876441,52.500716
-4.41701,54.73109
-0.31321,51.461
-2.125959,53.458012
0.306975,51.307901
-6.66466,54.948711
-3.639674,55.068687
-4.435314,57.571895
-2.35575,51.37739
-0.504404,51.342304
-4.762845,51.673069
-0.855896,51.256281
-2.646747,52.652527
-3.542565,51.626747
-1.514316,52.355623
-4.135673,53.127992
-0.582705,53.47765
-3.90407,55.67409
-0.62383,51.54663
-2.125165,53.501714
-1.20763,51.74921
-1.86371,53.62674
-6.133225,52.940353
